,nombre_usuario,#_iteraciones
159,anagabrielav ,111411.0
1136,ingridlojant ,37792.0
939,franciscobuenano ,14950.0
784,egsantos1 ,9644.0
2448,pezambrano ,8887.0
1932,mariadelcisne ,4201.0
2778,thaliaangamarca ,4118.0
2356,pablovillarreal123 ,4081.0
1718,lili2017 ,3751.0
810,elizita ,3735.0
1923,maria piedad toro ,3576.0
525,cristinatorres ,3537.0
2156,mirn1978 ,3507.0
1745,llsantillan ,3427.0
527,cruzcaya labanda ,3200.0
1585,katherineguayllas ,2590.0
2186,mlcordova ,2538.0
1582,katherine vasquez 1995 ,2343.0
175,andrea pisco91 ,2311.0
2751,tannyaborbor ,2219.0
2823,verito jimenez1983 ,2064.0
2131,michellpineda ,2012.0
2233,msfonseca ,2002.0
2828,veronica changovalin ,1988.0
155,anabell ,1978.0
1034,gianellaochoa ,1957.0
845,ermora ,1939.0
2806,vane123 ,1930.0
2122,micc ,1925.0
19,abpalacios ,1809.0
1333,jhuliana torres ,1788.0
2622,santiagogrados ,1711.0
1680,lcjaramillo ,1707.0
943,francojj944 ,1694.0
961,gabbyvillalta ,1690.0
1656,lacampoverde ,1662.0
2264,nayeliquezada ,1621.0
1836,macisnerc 2017 ,1594.0
2435,pauly5 ,1584.0
1741,llcueva1 ,1571.0
2709,sophiasanchezl ,1564.0
1175,jacky 3 ,1537.0
553,daniel peralta7 ,1522.0
107,alexandraluden a ,1505.0
1679,lchala ,1492.0
1685,ldabendano ,1492.0
1306,jessicalagla ,1490.0
2734,susanamendoza ,1490.0
736,dslazo ,1484.0
1388,johanasaquipay ,1478.0
1556,karinasanabria ,1475.0
12,abel ,1454.0
1363,jmfalconi ,1443.0
1990,mariuxicambisaca ,1437.0
2118,mguadalupe ,1432.0
2573,rosy gaona ,1391.0
2278,nemartinez ,1370.0
248,anita cuenca32 ,1366.0
1735,lizbethr ,1356.0
2667,silvana narvaez ,1352.0
1047,giovanny ,1339.0
1299,jessicaborja ,1334.0
2959,yolandaduque ,1329.0
2038,mavillacis26 ,1314.0
703,diegosalcedo ,1293.0
1973,marielatroya ,1277.0
2211,morena ,1275.0
2583,rrordonez ,1269.0
2798,valeria morocho ,1258.0
1030,giancarlo ,1252.0
1039,gina lc 61 ,1232.0
2060,mcgonzalez12 ,1216.0
2968,yuliguarnizo9 ,1202.0
728,doris ,1196.0
263,apcriollo ,1181.0
1880,mamurillo1 ,1179.0
2628,sara821982 ,1176.0
2522,ridiaz1 ,1171.0
168,and97 ,1170.0
435,cesarochoa ,1161.0
2190,mmcastillo3 ,1154.0
1827,maarias9 ,1130.0
470,cjpaez1 ,1116.0
869,eva 24 ,1091.0
1341,jimena18 05 1991 ,1085.0
1224,jccampoverde8 ,1076.0
517,cristina torres ,1073.0
540,dacarrion1 ,1069.0
300,bernardoix2412 ,1064.0
154,anabelcordova ,1059.0
257,antoniasoto ,1059.0
672,dianaesther ,1058.0
1204,jannyloor ,1055.0
673,dianagoveo ,1054.0
1778,lucetty ,1051.0
234,angelica mera ,1040.0
113,alexis montoya ,1024.0
718,dmcango ,1019.0
2401,patriciasanchez ,1019.0
2770,teleon3 ,1005.0
2763,tatianazco ,1000.0
895,fdhidalgo ,998.0
2108,mfernanda ,992.0
516,cristina paucar ,991.0
746,ebchillogallo ,991.0
1518,k rla cort z ,983.0
1067,gonzaloy ,981.0
2870,vjmoreno2 ,981.0
33,adolfoarguello ,978.0
1906,marciaespinoza ,964.0
2248,naomibermeo ,962.0
2890,wallpari ,961.0
275,arsaguma ,958.0
2476,priscilamontesdeoca ,955.0
1806,luisitaromero ,942.0
1483,juanestrella ,926.0
2587,rubencuaical ,922.0
2254,natalycuasapaz ,916.0
173,andrea chs ,906.0
1629,kfsarango1 ,906.0
1930,mariacartagena ,900.0
2080,melguevara ,891.0
2200,monicacastillo ,886.0
2521,richardpadilla ,883.0
1996,marjorie yaguana ,877.0
156,anacaro ,865.0
882,fabiang ,863.0
137,ammolina4 ,862.0
1448,jossfreire ,861.0
1413,jonathansatalin ,860.0
566,danielasanchez ,860.0
2669,silvanasandoval ,858.0
815,ely ,854.0
1904,marciaaviles ,852.0
2853,victorgualan ,847.0
2318,nury ,847.0
2427,paulera ,846.0
1465,jrandrango ,846.0
1877,mamalacatus ,843.0
2417,paula lituma 05 ,835.0
558,danielaabad ,834.0
191,andreaisabelcastillo ,832.0
26,acoba ,829.0
1706,lesliejim ,827.0
2795,valeloayza21 ,819.0
421,cecilia cruz ,816.0
16,abigail lara2 ,812.0
255,anleal ,811.0
2458,pjsalinas2 ,806.0
859,estefanyrivera ,801.0
2187,mlendara ,800.0
2151,mirelycordova ,800.0
2342,oswurg20 ,800.0
1683,lcpiedra ,800.0
1131,ingrid yagual ,799.0
998,gachiguano ,797.0
1423,jorgejimenez ,795.0
1751,lmmerino ,789.0
1275,jenny coello19 ,788.0
1328,jhovymar3 ,786.0
966,gabriela vea ,784.0
2298,nipaguay ,781.0
327,brigitte 21 ,780.0
910,fernandaqflores ,776.0
2566,rosariogg ,772.0
1332,jhuliana campoverde 10 ,766.0
2142,mijacome1 ,763.0
1878,mamileo ,763.0
2376,paolaapolo ,761.0
50,aepaguay ,760.0
792,elenabaldeon1 ,759.0
170,andre92 ,756.0
2365,pamelaendara ,754.0
1960,mariavillalta ,753.0
1191,jalavanda ,752.0
1692,lelunavictoria1 ,745.0
178,andrea serrano ,743.0
2348,pablodanielcuevagonzalez ,741.0
1021,geraldinegualotuna ,737.0
2319,nuryramon ,737.0
2559,rosa del campo ,735.0
1929,mariabelenbenitez ,735.0
1376,jocelyneruiz2017 ,733.0
1038,gilda29 ,732.0
2058,mccoello2 ,730.0
2733,suarezm ,728.0
512,cristianp ,727.0
948,franklyn1970 ,726.0
1484,juangonzalez ,722.0
625,daymar ,721.0
919,fernandojc ,716.0
229,angelaelizabethbarandica ,714.0
1424,jorgemasaco ,714.0
1059,glpiedra ,712.0
148,ana avila9 ,710.0
662,diana munoz 20 ,709.0
589,darwinjramonrodri ,708.0
1833,macarena ,708.0
2184,mlalvarez10 ,708.0
2696,sofiavaras ,705.0
569,danielaverdugo ,704.0
1648,kr 17 ,700.0
1938,mariafernandaochoa ,695.0
2618,santiago chiluisa ,695.0
1314,jessyaguilar ,693.0
1066,gonzalo7 ,691.0
862,estevancha ,690.0
1686,ldcosta ,688.0
1115,hmurgueytio ,688.0
123,alisson moreno1 ,687.0
361,carlaromero ,683.0
1595,katty c ,681.0
21,abrahambebe13junio ,679.0
2477,priscilaperalta ,678.0
2479,priscillaperalta ,675.0
1825,ma quinonez 2 ,674.0
1487,juankarlos ,671.0
903,fernanda sauca ,670.0
636,ddmontano ,668.0
1499,juliethe jaramillo ,668.0
1770,lourdes eguiguren ,663.0
1217,javiercalzada56 ,662.0
1076,gtangamarca ,661.0
506,cristian vaca ,661.0
1361,jmchaves ,660.0
1101,henrynamicela ,659.0
774,eenavarrete ,658.0
2682,sjtigsilema ,656.0
1211,jasalinas8 ,656.0
2638,sdgabriela ,650.0
2400,patriciajaramillo ,648.0
1805,luisfernando ,648.0
645,denissecardenas ,645.0
912,fernandavivanco ,644.0
2912,ximenaann ,641.0
667,dianacaro ,639.0
1054,gladys herrera ,639.0
1503,julissadelcarmen ,638.0
1800,luiscevallos ,636.0
788,ejchavez7 ,635.0
427,celiaheras ,633.0
1215,javaldivieso1 ,633.0
1562,karlaggonzalez ,632.0
1935,mariaemilia ortiz ,631.0
432,cesaramay ,631.0
465,cinty89 ,630.0
973,gabrielaguagrilla ,629.0
125,aljimenez3 ,627.0
2430,paulinayaguana ,627.0
1941,mariajosemena ,627.0
2864,vivi96 ,627.0
126,allisonduarte ,625.0
2335,ortizcinthya ,623.0
797,eliandrade ,619.0
617,dayanamatapuncho ,619.0
2548,rolands ,614.0
1701,leonelaacurio ,612.0
2180,mjpozo3 ,611.0
872,evelynchamba ,611.0
2463,pmminuche ,610.0
2825,verogomez ,604.0
1617,kemurillo1 ,603.0
989,gabyerazop ,601.0
2103,mesarango9 ,601.0
1682,lcpacheco1 ,598.0
1099,henry ortega ,598.0
2130,michellesanchez ,596.0
2928,yadirapacheco ,596.0
791,elena ochoa ,593.0
1097,helen narvaez ,592.0
430,ceolvera ,592.0
1548,karenyepez ,591.0
2226,mrbonilla ,590.0
2207,monseherrerai ,590.0
2506,reaguirre2 ,589.0
2820,vega ,588.0
1766,lorenacarrillo ,588.0
905,fernandachamorro ,586.0
2750,taniavivanco ,586.0
702,diegopambi ,585.0
835,erickacueva ,584.0
2015,marylee ,583.0
2389,patito ,579.0
369,carlosbarrazueta ,579.0
952,freddypruna ,578.0
2235,mtarmijos1 ,578.0
2242,nadyanaranjomolina ,577.0
519,cristinabustamante ,575.0
824,emmagracielavega ,574.0
1574,karosteania ,573.0
2327,oicupichamba ,571.0
671,dianaelizabeth ,571.0
1917,maria barreto ,570.0
290,bdvillamagua ,569.0
595,davidaguilar ,564.0
2938,yayitacuenca ,564.0
2808,vanessa ,563.0
2096,mercyc ,563.0
1374,jocefer1 ,562.0
2741,symosquera ,561.0
347,cacarvajal3 ,560.0
371,carlosconstante ,560.0
2805,vane ,559.0
2786,trojas8 ,558.0
1385,joffreroman9 ,558.0
1835,macisnelarrea ,557.0
254,anitatapia ,557.0
2421,paulaherrera ,554.0
388,carmen chafla ,550.0
767,eduvillalta ,548.0
1605,kc loaiza ,548.0
2526,rkportilla ,547.0
1014,geordi ,545.0
2117,mgpchicaiza ,543.0
751,ecperez2 ,542.0
2486,psvillafuerte ,542.0
1918,maria cristina ,541.0
957,fssandoya ,541.0
508,cristiancango ,541.0
2267,ncaucatoma ,540.0
715,dlaguilar ,539.0
9,aaherrera3 ,539.0
2453,pilirodriguez ,538.0
81,alejandraagama ,538.0
1063,gmteran2 ,537.0
2007,martharivera ,536.0
627,daysygaona ,536.0
375,carlosjulio ,536.0
2827,veronica ,533.0
379,carlosordonez ,533.0
2013,maryjimenez ,531.0
2900,wilson ,530.0
490,cpchalen ,528.0
963,gabitaortega53 ,526.0
2101,meryfreire ,525.0
1620,kerly torres ,525.0
1349,jkcastillo ,522.0
189,andreaespinoza ,520.0
1651,kuri 10 ,520.0
2861,vinibe ,519.0
1142,irmaalmachi ,517.0
2152,mireyadelrocio ,516.0
1050,gissella ,515.0
2575,rouss ,513.0
1549,karina alvarado26 ,511.0
1804,luisespinoza ,511.0
1242,jderreyes1 ,511.0
1696,leo caicedo ,510.0
193,andrealassor ,510.0
1528,karamirez9 ,509.0
1907,marco galarza ,507.0
2150,miogono ,505.0
902,fercho ,505.0
1988,mariu ,505.0
2757,tatiana23 ,504.0
665,dianaarcos ,503.0
484,cmvega3 ,503.0
199,andreasuarez ,502.0
2336,oscar tapia ,501.0
98,alexanderpaladinez ,501.0
1453,jpfactos ,500.0
2512,remite ,500.0
2581,rpsagnay ,499.0
2787,trzumba ,499.0
866,eugenia lituma 17 ,498.0
2360,paitoflores28 ,498.0
2124,michaelcastillo ,497.0
580,danny gutierrez ,497.0
807,elizabethguanuche ,491.0
929,flavio ,490.0
1060,gmalvarado5 ,489.0
118,alexoncampoverde ,489.0
639,decastro4 ,488.0
1198,janethdelacueva ,488.0
1649,krbalseca ,486.0
781,egjurado ,486.0
1790,luis david leon serrano ,486.0
1307,jessicalizaldes ,486.0
1769,lorenitacuenca ,485.0
915,fernando castillo26 ,484.0
546,damaris ,484.0
1305,jessicaibarra93 ,484.0
24,acaicedo2 ,483.0
2228,mrmarquina ,483.0
1378,joed ,483.0
661,diana lloay ,480.0
2684,sknife ,480.0
721,dmmena ,479.0
940,franciscor ,479.0
2350,pabloinga ,479.0
1916,mari sol ,472.0
2062,mcmelo ,470.0
2055,mcayala2 ,470.0
1288,jesseniarodriguez ,470.0
606,davidrod ,469.0
2159,mishelcarrion ,468.0
679,dianapuetate ,468.0
111,alexandrauday ,468.0
2963,yomasu ,468.0
2121,mibustillos ,468.0
2258,nathaly76 ,465.0
489,cparcaya ,464.0
2716,stalinsidel ,463.0
747,ebfernandez ,460.0
2863,vivi ,458.0
1254,jecabrera6 ,458.0
1709,lfalvarez2 ,456.0
983,gaby salazar ,455.0
345,c andres ,455.0
1259,jeesica vasconez ,455.0
67,ajflores6 ,453.0
1256,jecarreno ,452.0
1416,jorge ,452.0
876,evelynsornoza ,449.0
1553,karinabustamante ,448.0
201,andreatorres ,447.0
533,cvolave ,447.0
1808,luislojan ,447.0
1282,jesalas1 ,446.0
2972,yumeyalmeida ,446.0
2444,peanazco ,444.0
2502,raymialvarado1999 ,444.0
880,fabianab ,443.0
1513,jvpalomeque ,440.0
2204,monicaushca ,439.0
964,gabogabriel ,439.0
32,admalla ,438.0
69,akemy ,437.0
2407,patto ,437.0
1040,gina salazar ,437.0
307,bibianam23 ,437.0
1710,lfchamba1 ,437.0
1672,lauragarzon ,436.0
2474,priscilajara ,435.0
2777,thalia93 ,435.0
2940,ycgonzalez1 ,433.0
2690,smpoma ,432.0
146,amuiz ,432.0
2725,stellaramrom ,432.0
252,anitar1683 ,431.0
2441,pbsabando ,431.0
2578,roxiguaycha ,426.0
2635,scmonroy ,426.0
510,cristianjose ,425.0
976,gabrielaor ,424.0
1111,hilda ,423.0
861,estefy ,423.0
48,aemorales1 ,421.0
8,aaespinel1 ,421.0
1831,mabelak ,419.0
816,emiagua ,419.0
200,andreatoledo ,417.0
2311,noralmavera ,416.0
1814,luzcolumba ,415.0
2072,mechita64 ,415.0
2829,veronica zambrano ,415.0
2902,wserna ,415.0
2754,tatiana pardo75 ,415.0
854,estefaniab92 ,415.0
2078,melanniemoreira ,413.0
2608,sanchez29 ,413.0
467,cisne angamarca ,411.0
640,decordova4 ,411.0
1478,juanbucheli ,411.0
594,david vaca ,411.0
2774,tessa17 ,411.0
1496,juliamatovelle ,408.0
1771,lourdesbenitez ,408.0
2797,valeria cabrera ,407.0
570,danielcalva ,407.0
2594,rvictoria ,406.0
578,dannicrespo ,405.0
2028,mauri 10fb ,405.0
386,carloszapata ,404.0
96,alexanderacaro ,403.0
186,andreacarrion ,403.0
2593,rvguarderas ,402.0
1007,gcfernandez ,402.0
2946,yesseniacruz ,401.0
2789,vaaltamirano1 ,400.0
1552,karina94 ,399.0
2551,romeliaperezt ,399.0
1590,katherinz ,398.0
2886,w1ls0nsal1nas ,398.0
352,caotchris ,397.0
2346,pablo685002 ,397.0
2707,sonianaranjo1205 ,394.0
2136,miguel ,394.0
1597,kattycuesta ,393.0
2636,scvire ,392.0
2218,mpespinosa3 ,392.0
2052,mbburi ,391.0
1157,ivancarrillo13 ,390.0
2443,pcgomez ,389.0
2162,mishelltefy ,389.0
1073,grgalvez ,388.0
1618,kenniaj ,386.0
198,andreasiguenzap ,386.0
1765,lorenac ,385.0
36,adrianaangamarca ,385.0
782,egleon2 ,384.0
1417,jorge angamarca ,384.0
2275,nellymalo ,383.0
2194,mocasana ,383.0
1631,kfvinueza ,383.0
2157,miromo ,382.0
2767,tdabad ,381.0
2488,pvelez ,378.0
1516,jxsanchez2 ,378.0
1452,jpacurio ,378.0
1948,marianaranjo ,377.0
1154,italomorochp ,376.0
514,cristianrea ,375.0
576,danilodiaz ,374.0
2869,vivianparraga ,372.0
2617,sandy75 ,371.0
2862,virginiasolano ,371.0
2874,vmjaramillo6 ,371.0
801,eliza28 ,371.0
1705,lerobalino1 ,370.0
1886,maosorio2 ,369.0
1216,javier1975 ,369.0
820,emilyloayza ,368.0
1345,jjcordero ,368.0
1182,jacuyachamin ,368.0
439,cflopez4 ,368.0
1677,lbsanchez3 ,368.0
2681,sjipial ,368.0
1658,lady gaibor ,368.0
85,alejandro93 ,366.0
14,abied ,366.0
1404,joicevillacreses ,366.0
1064,gmtorres ,365.0
2306,nohela salinas ,365.0
887,faby130293 ,362.0
970,gabrielacaguilar ,361.0
1676,lbpena31 ,360.0
1707,leslyramos ,359.0
557,daniela escobar26 ,358.0
341,byron allauca ,358.0
2422,paulajs 94 ,358.0
1684,lcsanchez5 ,357.0
291,beatrizgarcia ,357.0
924,fgbarrera ,357.0
1961,mariavillalta96 ,356.0
354,capulley ,355.0
2198,monica ,354.0
147,ana 1991 ,354.0
209,andres2017 ,352.0
2936,yanelireyes ,351.0
1172,jacksonespinoza ,351.0
1829,mabarragan5 ,351.0
690,dianys ,350.0
100,alexandra a ,350.0
2408,patty alvarez ,350.0
2553,romirivas ,350.0
2113,mfjimenez10 ,349.0
440,cfmendoza2 ,348.0
575,danieltapia00 ,348.0
730,dorismuso ,347.0
756,edi 7 ,347.0
1884,manuelarturo ,346.0
1475,jsot ,345.0
51,aequito ,345.0
1269,jennifer jimenez ,344.0
1584,katherine18 ,344.0
402,carolinaloayza ,344.0
1572,karoljimenez ,344.0
551,danethgalarza ,343.0
1857,magiolivo ,343.0
1777,lucas jairo ,342.0
1143,irmacalahorrano ,342.0
758,edison barrera ,339.0
2557,ronni paz ,338.0
246,anita belen ,338.0
2926,yadirajimenez ,337.0
729,dorisjaya22 ,336.0
1892,marce ,335.0
289,bcelinda ,335.0
1273,jenniffer farfan ,335.0
1970,maricisne1607 ,335.0
2273,nelivie ,335.0
714,djsanchez5 ,335.0
2906,xaviergarcia ,335.0
2558,rosa ,335.0
2315,npbaez ,334.0
763,eduardo ,334.0
486,cneiraguerrrero ,333.0
103,alexandradiaz ,333.0
359,carlajarrin ,333.0
281,asvargas ,333.0
2183,mkpenzo ,333.0
443,cgvillarreal ,331.0
296,belensevilla ,330.0
1687,ldquezada4 ,330.0
143,amrueda1 ,330.0
2067,mdpantoja ,330.0
2891,wegallardo ,329.0
2148,miltonvaldez ,329.0
2919,ximvelez ,327.0
2745,tania ,327.0
2509,rebecarios ,326.0
1223,jcbenalcazar ,326.0
349,camilex ,325.0
177,andrea roman9 ,325.0
2,1997 ,325.0
116,alexjhis93 ,325.0
904,fernandaalvarez ,323.0
2411,paty84 ,323.0
1510,jvarciniega ,323.0
1564,karlas ,322.0
231,angelcerda ,322.0
2217,mpcoronel3 ,322.0
2663,silvana ,321.0
2800,valeriacuesta ,321.0
1181,jacquelinesuarez ,321.0
918,fernandoguascolleante ,320.0
105,alexandraguarochico ,318.0
344,byronxavier ,318.0
1642,kmry ,317.0
2359,paito ,316.0
73,alberto1174 ,316.0
677,dianaortiz ,316.0
2414,patyta ,316.0
2830,veronicachango ,316.0
764,eduardo belalcazar ,316.0
2773,teresaza 75 ,316.0
1239,jctorres17 ,316.0
1515,jxrodriguez1 ,314.0
1937,mariafernandadavila ,313.0
2802,valeriaquichimbo ,313.0
1350,jkfajardo ,313.0
1596,kattybaez ,312.0
161,anaj ,312.0
663,diana vidal ,311.0
423,cecilialeon ,311.0
1126,indirasalazar ,308.0
2983,zrllanos ,308.0
169,ander rivera ,308.0
1381,joeltorres ,307.0
2074,meguerrero9 ,307.0
666,dianacalderon ,307.0
1100,henrylc7869 ,307.0
1421,jorgecana ,304.0
2366,pamelaluna ,304.0
891,fatimaisabel ,303.0
742,eamartinez3 ,303.0
2520,ricardots ,303.0
2293,nicoreyes64 ,302.0
530,curso2016 ,301.0
2574,rous janeta ,301.0
556,daniela duque ,301.0
1463,jpsanchez ,301.0
1999,marjoriequito ,301.0
2464,pmorejon ,301.0
2451,piera0807 ,301.0
802,elizabeth 23 ,300.0
2171,mjcarrera12 ,299.0
1720,lilianag ,298.0
2188,mmacas ,298.0
419,cecibelcoronel ,298.0
2772,teresapatino ,298.0
2199,monica tapia ,297.0
348,cagordillo ,297.0
250,anitagabriela95 ,297.0
656,dgloaiza1 ,296.0
2514,resalinas1 ,295.0
2607,san 2213 ,295.0
911,fernandarosero ,295.0
1538,karenchitabb ,294.0
565,danielahenriquez ,294.0
2962,yomairasoto ,294.0
2723,stefany s o ,291.0
870,evangelina ,291.0
838,erika11116 ,291.0
520,cristinacastro ,291.0
956,fridita ,290.0
937,fmmora2 ,289.0
1461,jpportilla ,288.0
670,dianacumbicus ,288.0
1079,guidovargas ,288.0
827,empena1 ,287.0
433,cesardavid ,287.0
888,fahidalgo ,286.0
2304,noemitoalongo ,286.0
2686,sleidype ,285.0
2176,mjpenaloza2 ,285.0
2740,sxtp1006 ,285.0
1952,mariangeles ,284.0
236,angelicamaria ,283.0
1900,marcepoma ,282.0
2301,njeo ,282.0
646,denissemadinya ,281.0
2272,nelisall ,281.0
1189,jairoramiro ,281.0
1747,lmenriquez3 ,280.0
22,abrojas2 ,280.0
1898,marcelocaicedo ,279.0
1529,karelly 18 ,278.0
511,cristianjumbo123 ,278.0
2494,rafavinueza ,278.0
2821,velasco ,277.0
2089,merce2780 ,277.0
23,abroman ,276.0
355,carina segovia ,276.0
1678,lcgomez1 ,275.0
1116,holger marcelo ,274.0
245,anita ,274.0
316,bmgarzon ,273.0
2482,prshinin21 ,270.0
2801,valeriafernanda ,270.0
2560,rosabalseca1 ,269.0
2665,silvana espinoza ,269.0
1387,johalazo ,269.0
2981,zairy ,269.0
385,carlosvillavicencio ,269.0
2050,mayramonta ,269.0
609,davidvalle ,268.0
2343,pablinrobalino ,268.0
1866,majito ,267.0
2049,mayramedina ,267.0
1209,jarodriguez21 ,267.0
1140,irlandamar ,267.0
2975,yuridia valladares ,266.0
2114,mfmora10 ,266.0
1978,marilyn246 ,266.0
524,cristinasilva ,265.0
1508,jurayaguilar ,265.0
1078,guido vega ,264.0
2143,mikitoledo ,264.0
2221,mpmoreira2 ,264.0
2344,pablo andrade ,264.0
1812,luxito10 ,264.0
834,eri123 c23 ,263.0
1624,kerodriguez2 ,263.0
1403,johny ,262.0
2969,yulissa chocho ,262.0
2302,nmjimenez2 ,261.0
1966,maricela08 ,261.0
1249,jeanmosqueraj ,261.0
2654,sesegovia ,260.0
1855,magdysandoval ,260.0
1220,javierveloz ,259.0
2483,psantander ,259.0
1161,ivansd ,259.0
1717,ligia andrade ,259.0
172,andrea 94 ,258.0
2281,nestoraucay ,258.0
610,davidzapata ,258.0
2002,martha ,257.0
1409,jonathanbuele ,257.0
2008,martharojas ,257.0
1365,jmmorales ,257.0
1482,juandiegolopez ,257.0
986,gabycanizares ,256.0
2141,miguelmorocho13 ,256.0
1068,gpinaguazo ,255.0
41,adric ,254.0
822,emix1983 ,253.0
2308,nohelyencalada ,253.0
2672,silviaalexandra ,253.0
1362,jmenriquez ,253.0
2312,norgelomen ,253.0
1517,jygomez ,252.0
813,elsyg ,252.0
628,dbbenavides ,252.0
1874,majosechasi ,251.0
1931,mariachambap ,251.0
2844,vgvictor ,250.0
2119,mhulloa ,250.0
2726,stephanie navas1 ,248.0
2810,vanessacuenca ,247.0
350,camoncayo ,247.0
1008,geanalej ,247.0
873,evelynloor ,247.0
648,derodriguez7 ,246.0
621,dayanaveintimilla ,246.0
464,cinthya mendoza ,246.0
2511,reloco ,245.0
2683,skintriago ,245.0
1933,mariadelcisnemosquera ,245.0
1774,lrgarcia4 ,244.0
25,achicasadobay ,244.0
2643,segundor ,244.0
825,emmavalarezo ,244.0
1512,jvcarreno ,244.0
2859,victorrivera ,243.0
294,belenciita319 ,242.0
212,andrescastro29 ,242.0
1010,gearevalo5 ,242.0
1290,jessi valdivieso ,241.0
1591,kathycordova ,241.0
2762,tatianasandoval ,241.0
384,carlosvicente2 ,241.0
614,dayalowndes ,240.0
1330,jhtillaguango ,239.0
577,danimorillo97 ,238.0
2718,stefania leiva ,238.0
2785,tony chang 06 ,238.0
78,aleja aguilar ,237.0
444,chamik1977 ,236.0
1399,johnanna ,236.0
2843,vgponce1 ,235.0
40,adrianbustamante ,233.0
1972,marielaponce1980 ,233.0
1024,gfdavila ,233.0
44,adryrivera ,232.0
2047,mayragaona ,231.0
1881,manarvaez14 ,230.0
473,claudiacancan ,230.0
2958,yncampoverde1 ,230.0
1727,lisseth gabriela ,230.0
1070,graceintriago ,230.0
434,cesarleon ,229.0
228,angela hidalgo ,229.0
2332,omarquezada ,228.0
567,danielateran ,228.0
2700,solangechica ,228.0
601,davidjumbo ,226.0
195,andreamontalvo ,226.0
1159,ivannacalderon ,225.0
629,dcfrias ,225.0
1043,ginnapineiros ,225.0
2650,serenagp ,225.0
481,cmnicola ,224.0
2765,tatisarango1 ,223.0
1583,katherine0395 ,223.0
1091,hashleygishel ,223.0
1430,jose ramirez ,222.0
1940,mariajose regalado ,222.0
1925,maria1100 ,222.0
534,cvsarabia ,222.0
990,gabykastillo ,221.0
2595,rvluna ,221.0
2666,silvana herrera ,221.0
2392,patolin ,221.0
971,gabrielacf ,221.0
1693,lemendoza2 ,220.0
2807,vanepatino ,220.0
771,edwinvinueza ,220.0
1440,josemorales ,220.0
688,diank95 ,220.0
2465,pmsalcedo ,219.0
1644,kotita ,218.0
2612,sandracusco ,218.0
1700,leonel94 ,218.0
1003,gaojeda3 ,217.0
2232,mselizalde ,216.0
1598,katvanegas ,216.0
2710,soraya1966 ,215.0
1192,jamaldonado ,215.0
1858,magonzalez16 ,215.0
1128,inesalejandra ,215.0
2633,saulmorales ,215.0
2385,paolavidal ,214.0
2026,mau ,212.0
1981,marisolandrade ,211.0
410,catyzhin ,211.0
1547,karenprin ,210.0
2128,michellecastro ,209.0
2819,vearias ,208.0
518,cristinaadry ,208.0
2396,patriciacabrera ,208.0
1543,karenmaldonado ,207.0
1867,majitobarberan ,206.0
1071,gracejara ,206.0
2674,silviapabon ,206.0
1200,janethrobles93 ,206.0
409,cathysalinas ,206.0
2220,mplopez11 ,205.0
1441,josepicuasi ,205.0
2793,valdivieso96 ,204.0
2889,waldo03 ,204.0
1723,liliatoscano ,204.0
1028,ggnarvaez ,204.0
2467,pozo ,204.0
395,carmi vlsc ,203.0
1895,marcelo 2014 ,203.0
2897,willianpaillacho ,203.0
2576,roxana ,202.0
1962,maribel ,202.0
2358,paferrin ,201.0
1058,gloriavaca ,201.0
999,gaespinosa1 ,200.0
1017,geovanny bravo ,200.0
1534,karen salazar ,199.0
632,dcmorocho5 ,199.0
1090,haidyocampo ,199.0
1733,lizbeth ,199.0
649,desanchez6 ,198.0
1611,kearguello ,198.0
2899,wilmer 92 ,197.0
2713,sraguilera ,197.0
653,dfhidalgo ,197.0
2229,mrpaccha ,196.0
92,alex fernando ,194.0
1967,maricela1996 ,194.0
2073,mefr10 ,192.0
2781,tinkytaes ,190.0
321,brauliosongor ,190.0
2317,nrosario torresvaldez ,190.0
131,alybravo ,189.0
239,angieguaman ,189.0
1490,juanpi1971 ,189.0
1148,isabele ,188.0
2276,nelsonnarvaez ,187.0
687,dianis ,187.0
2316,npdominguez ,187.0
370,carloscarvajal ,187.0
1873,majose01 ,187.0
1326,jhonnyantonio ,186.0
2637,sdcalderon1 ,186.0
2019,maryvinueza ,185.0
260,anymejia ,185.0
2759,tatianaluzuriaga ,184.0
1752,lmorozco1 ,184.0
2481,prissalazar ,183.0
2708,sonitasg ,183.0
778,efquevedo ,183.0
2354,pablosimancas ,182.0
39,adrianaontaneda ,182.0
1942,mariajoseoviedo ,181.0
623,dayannaponce ,181.0
1367,jmpin ,181.0
2555,ronald lopez ,181.0
2779,thaliabravo ,181.0
2847,vicbacig ,181.0
2039,may padron ,180.0
909,fernandapesantez ,180.0
786,ehitelc ,180.0
1001,galodanilo ,179.0
2814,vanetapia ,178.0
1520,kaecore ,177.0
1606,kchorro1110 ,177.0
1535,karen88 ,177.0
2471,priscila pozo ,176.0
235,angelicalizaldez ,175.0
2856,victormontenegro ,175.0
2782,tjrosero ,174.0
1460,jpordonez12 ,174.0
752,edbalcazar ,173.0
461,cindycalva01 ,173.0
1025,gfhuaca ,173.0
226,andyquilismal ,173.0
1587,katherineprocel ,172.0
2147,miltonjimenez ,172.0
243,anibalcastillo ,171.0
2497,raqueltoledo ,171.0
124,alito8a ,171.0
376,carlosmacas ,171.0
1737,lizleon ,170.0
62,ahgonzalez ,170.0
2277,nelsonparedes ,169.0
188,andreadavila ,169.0
